Country,Year,New_cases,New_deaths
Liberia,2022,1822.0,7.0
Liberia,2023,-120.0,0.0
Liberia,2024,2.0,0.0
Liberia,2025,0.0,0.0
Libya,2020,97653.0,1415.0
Libya,2021,287010.0,4226.0
Libya,2022,122458.0,796.0
Libya,2023,148.0,0.0
Libya,2024,0.0,0.0
Libya,2025,0.0,0.0
Liechtenstein,2020,2088.0,39.0
Liechtenstein,2021,3971.0,30.0
Liechtenstein,2022,15222.0,18.0
Liechtenstein,2023,286.0,1.0
Liechtenstein,2024,46.0,1.0
Liechtenstein,2025,5.0,0.0
Lithuania,2020,134219.0,1617.0
Lithuania,2021,381787.0,5685.0
Lithuania,2022,770216.0,2167.0
Lithuania,2023,81925.0,304.0
Lithuania,2024,51271.0,95.0
Lithuania,2025,4866.0,13.0
Luxembourg,2020,38383.0,285.0
Luxembourg,2021,57505.0,350.0
Luxembourg,2022,268979.0,320.0
Luxembourg,2023,25170.0,45.0
Luxembourg,2024,6802.0,0.0
Luxembourg,2025,680.0,0.0
Madagascar,2020,17714.0,261.0
Madagascar,2021,32565.0,766.0
Madagascar,2022,17456.0,389.0
Madagascar,2023,747.0,10.0
Madagascar,2024,121.0,2.0
Madagascar,2025,55.0,0.0
Malawi,2020,6343.0,188.0
Malawi,2021,64339.0,2140.0
Malawi,2022,17478.0,357.0
Malawi,2023,1008.0,1.0
Malawi,2024,0.0,0.0
Malawi,2025,0.0,0.0
Malaysia,2020,103900.0,451.0
Malaysia,2021,2637279.0,30883.0
Malaysia,2022,2282127.0,5501.0
Malaysia,2023,204016.0,458.0
Malaysia,2024,102514.0,58.0
Malaysia,2025,0.0,0.0
Maldives,2020,13644.0,48.0
Maldives,2021,81220.0,213.0
Maldives,2022,90814.0,50.0
Maldives,2023,1016.0,5.0
Maldives,2024,0.0,0.0
Maldives,2025,0.0,0.0
Mali,2020,6574.0,250.0
Mali,2021,13437.0,403.0
Mali,2022,12757.0,90.0
Mali,2023,396.0,0.0
Mali,2024,19.0,0.0
Mali,2025,0.0,0.0
Malta,2020,12616.0,227.0
Malta,2021,34820.0,266.0
Malta,2022,68801.0,341.0
Malta,2023,4903.0,61.0
Malta,2024,2456.0,114.0
Malta,2025,51.0,7.0
Marshall Islands,2020,4.0,0.0
Marshall Islands,2021,0.0,0.0
Marshall Islands,2022,15540.0,17.0
Marshall Islands,2023,594.0,0.0
Marshall Islands,2024,159.0,0.0
Marshall Islands,2025,0.0,0.0
Martinique,2020,6072.0,42.0
Martinique,2021,41756.0,733.0
Martinique,2022,179562.0,304.0
Martinique,2023,2964.0,25.0
Martinique,2024,0.0,0.0
Martinique,2025,0.0,0.0
Mauritania,2020,13516.0,337.0
Mauritania,2021,26937.0,525.0
Mauritania,2022,22975.0,135.0
Mauritania,2023,359.0,0.0
Mauritania,2024,93.0,0.0
Mauritania,2025,6.0,0.0
Mauritius,2020,527.0,10.0
Mauritius,2021,89563.0,752.0
Mauritius,2022,201116.0,277.0
Mauritius,2023,32514.0,21.0
Mauritius,2024,6680.0,14.0
Mauritius,2025,1611.0,0.0
Mayotte,2020,5767.0,54.0
Mayotte,2021,15521.0,131.0
Mayotte,2022,20681.0,2.0
Mayotte,2023,58.0,0.0
Mayotte,2024,0.0,0.0
Mayotte,2025,0.0,0.0
Mexico,2020,1453414.0,143890.0
Mexico,2021,2548565.0,159365.0
Mexico,2022,3243611.0,28067.0
Mexico,2023,362826.0,2804.0
Mexico,2024,14097.0,692.0
Mexico,2025,0.0,0.0
Micronesia (Federated States of),2020,0.0,0.0
Micronesia (Federated States of),2021,0.0,0.0
Micronesia (Federated States of),2022,22069.0,58.0
Micronesia (Federated States of),2023,4478.0,7.0
Micronesia (Federated States of),2024,5218.0,-3.0
Micronesia (Federated States of),2025,0.0,0.0
Monaco,2020,645.0,3.0
Monaco,2021,3960.0,35.0
Monaco,2022,11834.0,27.0
Monaco,2023,742.0,2.0
Monaco,2024,0.0,0.0
Monaco,2025,0.0,0.0
Mongolia,2020,1121.0,1.0
Mongolia,2021,689829.0,1980.0
Mongolia,2022,316364.0,155.0
Mongolia,2023,4020.0,0.0
Mongolia,2024,155.0,0.0
Mongolia,2025,0.0,0.0
Montenegro,2020,35210.0,543.0
Montenegro,2021,122800.0,1733.0
Montenegro,2022,85963.0,340.0
Montenegro,2023,7307.0,38.0
Montenegro,2024,0.0,0.0
Montenegro,2025,0.0,0.0
Montserrat,2020,13.0,1.0
Montserrat,2021,32.0,0.0
Montserrat,2022,1358.0,7.0
Montserrat,2023,0.0,0.0
Montserrat,2024,0.0,0.0
Montserrat,2025,0.0,0.0
Morocco,2020,430562.0,7204.0
Morocco,2021,525025.0,7623.0
Morocco,2022,315657.0,1467.0
Morocco,2023,7025.0,6.0
Morocco,2024,846.0,5.0
Morocco,2025,0.0,0.0
Mozambique,2020,18162.0,159.0
Mozambique,2021,146700.0,1801.0
Mozambique,2022,66108.0,270.0
Mozambique,2023,2761.0,20.0
Mozambique,2024,150.0,2.0
Mozambique,2025,23.0,0.0
Myanmar,2020,121886.0,2601.0
Myanmar,2021,407727.0,16653.0
Myanmar,2022,103999.0,236.0
Myanmar,2023,7836.0,4.0
Myanmar,2024,1793.0,0.0
Myanmar,2025,0.0,0.0
Namibia,2020,21923.0,195.0
Namibia,2021,124174.0,3416.0
Namibia,2022,24181.0,471.0
Namibia,2023,1971.0,21.0
Namibia,2024,307.0,7.0
Namibia,2025,0.0,0.0
Nauru,2020,0.0,0.0
Nauru,2021,0.0,0.0
Nauru,2022,4621.0,1.0
Nauru,2023,772.0,0.0
Nauru,2024,0.0,0.0
Nauru,2025,0.0,0.0
Nepal,2020,258181.0,2720.0
Nepal,2021,569090.0,8865.0
Nepal,2022,173695.0,434.0
Nepal,2023,2484.0,12.0
Nepal,2024,0.0,0.0
Nepal,2025,0.0,0.0
Netherlands (Kingdom of the),2020,773198.0,11539.0
Netherlands (Kingdom of the),2021,2312304.0,9421.0
Netherlands (Kingdom of the),2022,5480565.0,2016.0
Netherlands (Kingdom of the),2023,65388.0,10.0
Netherlands (Kingdom of the),2024,17364.0,0.0
Netherlands (Kingdom of the),2025,1396.0,0.0
New Caledonia,2020,38.0,0.0
New Caledonia,2021,12679.0,280.0
New Caledonia,2022,66445.0,34.0
New Caledonia,2023,902.0,0.0
New Caledonia,2024,139.0,0.0
New Caledonia,2025,0.0,0.0
New Zealand,2020,1789.0,25.0
New Zealand,2021,11740.0,25.0
New Zealand,2022,2014452.0,2238.0
New Zealand,2023,412394.0,1335.0
New Zealand,2024,223006.0,874.0
New Zealand,2025,4855.0,41.0
Nicaragua,2020,4790.0,164.0
Nicaragua,2021,8741.0,52.0
Nicaragua,2022,1834.0,29.0
Nicaragua,2023,750.0,0.0
Nicaragua,2024,82.0,0.0
Nicaragua,2025,101.0,0.0
Niger,2020,3109.0,101.0
Niger,2021,4159.0,173.0
Niger,2022,2218.0,40.0
Niger,2023,29.0,1.0
Niger,2024,14.0,0.0
Niger,2025,19.0,0.0
Nigeria,2020,83576.0,1247.0
Nigeria,2021,152438.0,1767.0
Nigeria,2022,30401.0,141.0
Nigeria,2023,773.0,0.0
Nigeria,2024,2.0,0.0
Nigeria,2025,7.0,0.0
Niue,2020,0.0,0.0
Niue,2021,0.0,0.0
Niue,2022,335.0,0.0
Niue,2023,658.0,0.0
Niue,2024,99.0,0.0
Niue,2025,0.0,0.0
North Macedonia,2020,81796.0,2896.0
North Macedonia,2021,141513.0,5456.0
North Macedonia,2022,122279.0,1524.0
North Macedonia,2023,4728.0,89.0
North Macedonia,2024,1749.0,25.0
North Macedonia,2025,28.0,1.0
Northern Mariana Islands,2020,122.0,2.0
Northern Mariana Islands,2021,2771.0,9.0
Northern Mariana Islands,2022,10343.0,30.0
Northern Mariana Islands,2023,1105.0,0.0
Northern Mariana Islands,2024,644.0,0.0
Northern Mariana Islands,2025,0.0,0.0
Norway,2020,47244.0,421.0
Norway,2021,328046.0,914.0
Norway,2022,1099234.0,3410.0
Norway,2023,29405.0,987.0
Norway,2024,27957.0,0.0
Norway,2025,3963.0,0.0
Oman,2020,128290.0,1491.0
Oman,2021,176768.0,2989.0
Oman,2022,94250.0,148.0
Oman,2023,141.0,0.0
Oman,2024,0.0,0.0
Oman,2025,0.0,0.0
Pakistan,2020,469482.0,9816.0
Pakistan,2021,823599.0,19089.0
Pakistan,2022,282570.0,1730.0
Pakistan,2023,4980.0,21.0
Pakistan,2024,0.0,0.0
Pakistan,2025,0.0,0.0
Palau,2020,0.0,0.0
Palau,2021,8.0,0.0
Palau,2022,5960.0,9.0
Palau,2023,297.0,0.0
Palau,2024,107.0,1.0
Palau,2025,0.0,0.0
Panama,2020,226660.0,3756.0
Panama,2021,259717.0,3653.0
Panama,2022,537401.0,1158.0
Panama,2023,19049.0,87.0
Panama,2024,2234.0,110.0
Panama,2025,104.0,11.0
Papua New Guinea,2020,780.0,9.0
Papua New Guinea,2021,35350.0,581.0
Papua New Guinea,2022,10562.0,79.0
Papua New Guinea,2023,172.0,1.0
Papua New Guinea,2024,0.0,0.0
Papua New Guinea,2025,0.0,0.0
Paraguay,2020,103888.0,2154.0
Paraguay,2021,361242.0,14444.0
Paraguay,2022,256963.0,3068.0
Paraguay,2023,13666.0,214.0
Paraguay,2024,0.0,0.0
Paraguay,2025,0.0,0.0
Peru,2020,1005546.0,92523.0
Peru,2021,1267339.0,109931.0
Peru,2022,2165893.0,15553.0
Peru,2023,66442.0,2509.0
Peru,2024,23488.0,478.0
Peru,2025,0.0,0.0
Philippines,2020,469003.0,9067.0
Philippines,2021,2369471.0,42133.0
Philippines,2022,1220895.0,14062.0
Philippines,2023,72831.0,1533.0
Philippines,2024,8183.0,69.0
Philippines,2025,0.0,0.0
Pitcairn,2020,0.0,0.0
Pitcairn,2021,0.0,0.0
Pitcairn,2022,4.0,0.0
Pitcairn,2023,0.0,0.0
Pitcairn,2024,0.0,0.0
Pitcairn,2025,0.0,0.0
Poland,2020,1259923.0,27207.0
Poland,2021,2790909.0,67123.0
Poland,2022,2314550.0,24145.0
Poland,2023,266683.0,1763.0
Poland,2024,137208.0,735.0
Poland,2025,9439.0,43.0
Portugal,2020,377474.0,6695.0
Portugal,2021,905174.0,12193.0
Portugal,2022,4267920.0,6885.0
Portugal,2023,88960.0,2156.0
Portugal,2024,31064.0,1149.0
Portugal,2025,921.0,51.0
Puerto Rico,2020,82303.0,1630.0
Puerto Rico,2021,170031.0,1671.0
Puerto Rico,2022,878705.0,2240.0
Puerto Rico,2023,121674.0,397.0
Puerto Rico,2024,0.0,0.0
Puerto Rico,2025,0.0,0.0
Qatar,2020,142903.0,244.0
Qatar,2021,104893.0,370.0
Qatar,2022,240191.0,71.0
Qatar,2023,26537.0,5.0
Qatar,2024,0.0,0.0
Qatar,2025,0.0,0.0
Republic of Korea,2020,56855.0,808.0
Republic of Korea,2021,554812.0,4492.0
Republic of Korea,2022,28047388.0,26582.0
Republic of Korea,2023,5912818.0,4052.0
Republic of Korea,2024,0.0,0.0
Republic of Korea,2025,0.0,0.0
Republic of Moldova,2020,140996.0,2960.0
Republic of Moldova,2021,233353.0,7224.0
Republic of Moldova,2022,221751.0,1745.0
Republic of Moldova,2023,34961.0,245.0
Republic of Moldova,2024,19806.0,109.0
Republic of Moldova,2025,76.0,0.0
Romania,2020,613760.0,15108.0
Romania,2021,1188636.0,43428.0
Romania,2022,1502652.0,8805.0
Romania,2023,207545.0,1373.0
Romania,2024,55081.0,236.0
Romania,2025,1111.0,13.0
Russian Federation,2020,3050248.0,54778.0
Russian Federation,2021,7341772.0,249440.0
Russian Federation,2022,11372272.0,89165.0
Russian Federation,2023,1982260.0,7976.0
Russian Federation,2024,1075274.0,2676.0
Russian Federation,2025,79641.0,255.0
Rwanda,2020,7817.0,73.0
Rwanda,2021,96695.0,1273.0
Rwanda,2022,28408.0,121.0
Rwanda,2023,288.0,1.0
Rwanda,2024,58.0,0.0
Rwanda,2025,2.0,0.0
R�union,2020,8909.0,42.0
R�union,2021,62886.0,359.0
R�union,2022,414864.0,505.0
R�union,2023,7936.0,15.0
R�union,2024,0.0,0.0
R�union,2025,0.0,0.0
Saint Barth�lemy,2020,189.0,0.0
Saint Barth�lemy,2021,1537.0,4.0
Saint Barth�lemy,2022,3676.0,1.0
Saint Barth�lemy,2023,105.0,0.0
Saint Barth�lemy,2024,0.0,0.0
Saint Barth�lemy,2025,0.0,0.0
Saint Helena,2020,0.0,0.0
Saint Helena,2021,0.0,0.0
Saint Helena,2022,2166.0,0.0
Saint Helena,2023,0.0,0.0
Saint Helena,2024,0.0,0.0
Saint Helena,2025,0.0,0.0
Saint Kitts and Nevis,2020,30.0,0.0
Saint Kitts and Nevis,2021,2806.0,28.0
Saint Kitts and Nevis,2022,3726.0,18.0
Saint Kitts and Nevis,2023,45.0,0.0
Saint Kitts and Nevis,2024,0.0,0.0
Saint Kitts and Nevis,2025,0.0,0.0
Saint Lucia,2020,305.0,5.0
Saint Lucia,2021,12970.0,290.0
Saint Lucia,2022,16473.0,114.0
Saint Lucia,2023,482.0,1.0
Saint Lucia,2024,1.0,0.0
Saint Lucia,2025,0.0,0.0
Saint Martin (French part),2020,986.0,12.0
Saint Martin (French part),2021,3132.0,27.0
Saint Martin (French part),2022,8062.0,7.0
Saint Martin (French part),2023,144.0,0.0
Saint Martin (French part),2024,0.0,0.0
Saint Martin (French part),2025,0.0,0.0
Saint Pierre and Miquelon,2020,16.0,0.0
Saint Pierre and Miquelon,2021,82.0,0.0
Saint Pierre and Miquelon,2022,3250.0,2.0
Saint Pierre and Miquelon,2023,78.0,0.0
Saint Pierre and Miquelon,2024,0.0,0.0
Saint Pierre and Miquelon,2025,0.0,0.0
Saint Vincent and the Grenadines,2020,108.0,0.0
Saint Vincent and the Grenadines,2021,5735.0,81.0
Saint Vincent and the Grenadines,2022,3678.0,37.0
Saint Vincent and the Grenadines,2023,153.0,6.0
Saint Vincent and the Grenadines,2024,0.0,0.0
Saint Vincent and the Grenadines,2025,0.0,0.0
Samoa,2020,1.0,0.0
Samoa,2021,1.0,0.0
Samoa,2022,16268.0,29.0
Samoa,2023,692.0,2.0
Samoa,2024,95.0,0.0
Samoa,2025,0.0,0.0
San Marino,2020,2293.0,57.0
San Marino,2021,5348.0,41.0
San Marino,2022,15366.0,23.0
San Marino,2023,2285.0,5.0
San Marino,2024,0.0,0.0
San Marino,2025,0.0,0.0
Sao Tome and Principe,2020,1014.0,17.0
Sao Tome and Principe,2021,2730.0,40.0
Sao Tome and Principe,2022,2535.0,20.0
Sao Tome and Principe,2023,457.0,3.0
Sao Tome and Principe,2024,35.0,0.0
Sao Tome and Principe,2025,0.0,0.0
Saudi Arabia,2020,362066.0,6176.0
Saudi Arabia,2021,190340.0,2694.0
Saudi Arabia,2022,274360.0,638.0
Saudi Arabia,2023,14703.0,138.0
Saudi Arabia,2024,0.0,0.0
Saudi Arabia,2025,0.0,0.0
Senegal,2020,18523.0,387.0
Senegal,2021,55830.0,1503.0
Senegal,2022,14547.0,78.0
Senegal,2023,150.0,3.0
Senegal,2024,270.0,1.0
Senegal,2025,14.0,0.0
Serbia,2020,323367.0,2983.0
Serbia,2021,966126.0,9585.0
Serbia,2022,1150237.0,4927.0
Serbia,2023,128232.0,562.0
Serbia,2024,0.0,0.0
Serbia,2025,3.0,0.0
Seychelles,2020,211.0,0.0
Seychelles,2021,24170.0,126.0
Seychelles,2022,25974.0,46.0
Seychelles,2023,865.0,0.0
Seychelles,2024,679.0,0.0
Seychelles,2025,0.0,0.0
Sierra Leone,2020,2549.0,76.0
Sierra Leone,2021,4110.0,47.0
Sierra Leone,2022,1101.0,2.0
Sierra Leone,2023,19.0,0.0
Sierra Leone,2024,206.0,0.0
Sierra Leone,2025,0.0,0.0
Singapore,2020,58519.0,29.0
Singapore,2021,219245.0,793.0
Singapore,2022,1916126.0,889.0
Singapore,2023,730625.0,243.0
Singapore,2024,81640.0,70.0
Singapore,2025,0.0,0.0
Sint Maarten (Dutch part),2020,1370.0,26.0
Sint Maarten (Dutch part),2021,3378.0,49.0
Sint Maarten (Dutch part),2022,6240.0,14.0
Sint Maarten (Dutch part),2023,63.0,3.0
Sint Maarten (Dutch part),2024,0.0,0.0
Sint Maarten (Dutch part),2025,0.0,0.0
Slovakia,2020,167523.0,1773.0
Slovakia,2021,658106.0,14625.0
Slovakia,2022,1033058.0,4405.0
Slovakia,2023,16842.0,404.0
Slovakia,2024,10065.0,70.0
Slovakia,2025,329.0,5.0
Slovenia,2020,115411.0,2881.0
Slovenia,2021,341431.0,3208.0
Slovenia,2022,843961.0,2712.0
Slovenia,2023,53614.0,889.0
Slovenia,2024,7779.0,224.0
Slovenia,2025,954.0,0.0
Solomon Islands,2020,17.0,0.0
Solomon Islands,2021,5.0,0.0
Solomon Islands,2022,21589.0,153.0
Solomon Islands,2023,4343.0,46.0
Solomon Islands,2024,0.0,0.0
Solomon Islands,2025,0.0,0.0
Somalia,2020,4690.0,127.0
Somalia,2021,18842.0,1206.0
Somalia,2022,3768.0,28.0
Somalia,2023,34.0,0.0
Somalia,2024,0.0,0.0
Somalia,2025,0.0,0.0
South Africa,2020,994911.0,26521.0
South Africa,2021,2413026.0,64252.0
South Africa,2022,640295.0,11795.0
South Africa,2023,24404.0,27.0
South Africa,2024,227.0,0.0
South Africa,2025,67.0,0.0
South Sudan,2020,3505.0,63.0
South Sudan,2021,11305.0,72.0
South Sudan,2022,3558.0,3.0
South Sudan,2023,451.0,9.0
South Sudan,2024,41.0,0.0
South Sudan,2025,8.0,0.0
Spain,2020,1919549.0,53964.0
Spain,2021,4180589.0,37311.0
Spain,2022,7654824.0,27668.0
Spain,2023,225378.0,2909.0
Spain,2024,0.0,0.0
Spain,2025,0.0,0.0
Sri Lanka,2020,41054.0,191.0
Sri Lanka,2021,542595.0,14693.0
Sri Lanka,2022,88202.0,1931.0
Sri Lanka,2023,856.0,75.0
Sri Lanka,2024,105.0,17.0
Sri Lanka,2025,0.0,0.0
Sudan,2020,24694.0,1520.0
Sudan,2021,21591.0,1778.0
Sudan,2022,17405.0,1696.0
Sudan,2023,303.0,52.0
Sudan,2024,0.0,0.0
Sudan,2025,0.0,0.0
Suriname,2020,5880.0,119.0
Suriname,2021,45683.0,1067.0
Suriname,2022,30018.0,207.0
Suriname,2023,914.0,11.0
Suriname,2024,11.0,2.0
Suriname,2025,1.0,0.0
Sweden,2020,418129.0,9323.0
Sweden,2021,868479.0,5979.0
Sweden,2022,1385273.0,6701.0
Sweden,2023,74736.0,4683.0
Sweden,2024,24487.0,1681.0
Sweden,2025,3651.0,355.0
Switzerland,2020,435319.0,7182.0
Switzerland,2021,818311.0,4646.0
Switzerland,2022,3121455.0,2037.0
Switzerland,2023,71856.0,305.0
Switzerland,2024,28396.0,0.0
Switzerland,2025,2626.0,0.0
Syrian Arab Republic,2020,10932.0,669.0
Syrian Arab Republic,2021,39119.0,2202.0
Syrian Arab Republic,2022,7372.0,292.0
Syrian Arab Republic,2023,0.0,0.0
Syrian Arab Republic,2024,0.0,0.0
Syrian Arab Republic,2025,0.0,0.0
Tajikistan,2020,13555.0,90.0
Tajikistan,2021,3938.0,35.0
Tajikistan,2022,293.0,0.0
Tajikistan,2023,0.0,0.0
Tajikistan,2024,0.0,0.0
Tajikistan,2025,0.0,0.0
Thailand,2020,6141.0,60.0
Thailand,2021,2203829.0,21520.0
Thailand,2022,2511838.0,12014.0
Thailand,2023,40567.0,923.0
Thailand,2024,46079.0,224.0
Thailand,2025,5549.0,3.0
Timor-Leste,2020,41.0,0.0
Timor-Leste,2021,19792.0,122.0
Timor-Leste,2022,3555.0,16.0
Timor-Leste,2023,72.0,0.0
Timor-Leste,2024,0.0,0.0
Timor-Leste,2025,0.0,0.0
Togo,2020,3555.0,68.0
Togo,2021,24437.0,178.0
Togo,2022,11349.0,44.0
Togo,2023,186.0,0.0
Togo,2024,10.0,0.0
Togo,2025,3.0,0.0
Tokelau,2020,0.0,0.0
Tokelau,2021,0.0,0.0
Tokelau,2022,5.0,0.0
Tokelau,2023,75.0,0.0
Tokelau,2024,0.0,0.0
Tokelau,2025,0.0,0.0
Tonga,2020,0.0,0.0
Tonga,2021,1.0,0.0
Tonga,2022,16411.0,12.0
Tonga,2023,537.0,0.0
Tonga,2024,43.0,1.0
Tonga,2025,0.0,0.0
Trinidad and Tobago,2020,7097.0,125.0
Trinidad and Tobago,2021,81847.0,2593.0
Trinidad and Tobago,2022,96938.0,1559.0
Trinidad and Tobago,2023,5614.0,113.0
Trinidad and Tobago,2024,0.0,0.0
Trinidad and Tobago,2025,0.0,0.0
Tunisia,2020,130230.0,4426.0
Tunisia,2021,592565.0,21097.0
Tunisia,2022,424682.0,3756.0
Tunisia,2023,5884.0,144.0
Tunisia,2024,0.0,0.0
Tunisia,2025,0.0,0.0
Turkmenistan,2020,0.0,0.0
Turkmenistan,2021,0.0,0.0
Turkmenistan,2022,0.0,0.0
Turkmenistan,2023,0.0,0.0
Turkmenistan,2024,0.0,0.0
Turkmenistan,2025,0.0,0.0
Turks and Caicos Islands,2020,844.0,6.0
Turks and Caicos Islands,2021,2391.0,20.0
Turks and Caicos Islands,2022,3244.0,10.0
Turks and Caicos Islands,2023,231.0,4.0
Turks and Caicos Islands,2024,123.0,0.0
Turks and Caicos Islands,2025,13.0,0.0
Tuvalu,2020,0.0,0.0
Tuvalu,2021,0.0,0.0
Tuvalu,2022,2779.0,0.0
Tuvalu,2023,164.0,1.0
Tuvalu,2024,0.0,0.0
Tuvalu,2025,0.0,0.0
T�rkiye,2020,2133373.0,19624.0
T�rkiye,2021,7153613.0,61679.0
T�rkiye,2022,7717691.0,20116.0
T�rkiye,2023,10.0,0.0
T�rkiye,2024,25.0,0.0
T�rkiye,2025,1.0,0.0
Uganda,2020,33815.0,298.0
Uganda,2021,101276.0,2982.0
Uganda,2022,34799.0,350.0
Uganda,2023,1998.0,2.0
Uganda,2024,273.0,0.0
Uganda,2025,2.0,0.0
Ukraine,2020,988108.0,15278.0
Ukraine,2021,2617976.0,77255.0
Ukraine,2022,1709592.0,15716.0
Ukraine,2023,210004.0,1669.0
Ukraine,2024,15968.0,7.0
Ukraine,2025,1505.0,0.0
United Arab Emirates,2020,200892.0,655.0
United Arab Emirates,2021,548638.0,1501.0
United Arab Emirates,2022,297019.0,192.0
United Arab Emirates,2023,20481.0,1.0
United Arab Emirates,2024,0.0,0.0
United Arab Emirates,2025,0.0,0.0
United Kingdom of Great Britain and Northern Ireland,2020,2344433.0,90475.0
United Kingdom of Great Britain and Northern Ireland,2021,10230346.0,85684.0
United Kingdom of Great Britain and Northern Ireland,2022,11584258.0,39186.0
United Kingdom of Great Britain and Northern Ireland,2023,706247.0,16767.0
United Kingdom of Great Britain and Northern Ireland,2024,158942.0,0.0
United Kingdom of Great Britain and Northern Ireland,2025,13470.0,0.0
United Republic of Tanzania,2020,509.0,21.0
United Republic of Tanzania,2021,28797.0,716.0
United Republic of Tanzania,2022,13045.0,108.0
United Republic of Tanzania,2023,872.0,1.0
United Republic of Tanzania,2024,143.0,0.0
United Republic of Tanzania,2025,6.0,0.0
United States Virgin Islands,2020,1979.0,23.0
United States Virgin Islands,2021,6028.0,65.0
United States Virgin Islands,2022,15727.0,39.0
United States Virgin Islands,2023,1655.0,5.0
United States Virgin Islands,2024,0.0,0.0
United States Virgin Islands,2025,0.0,0.0
United States of America,2020,18890446.0,342920.0
United States of America,2021,32988414.0,469667.0
United States of America,2022,47140633.0,267389.0
United States of America,2023,4417336.0,84517.0
United States of America,2024,0.0,47415.0
United States of America,2025,0.0,9541.0
Uruguay,2020,15848.0,143.0
Uruguay,2021,390891.0,6019.0
Uruguay,2022,605249.0,1400.0
Uruguay,2023,25905.0,63.0
Uruguay,2024,4618.0,68.0
Uruguay,2025,247.0,1.0
Uzbekistan,2020,9.0,0.0
Uzbekistan,2021,116776.0,860.0
Uzbekistan,2022,50507.0,156.0
Uzbekistan,2023,7789.0,0.0
Uzbekistan,2024,1.0,0.0
Uzbekistan,2025,0.0,0.0
Vanuatu,2020,1.0,0.0
Vanuatu,2021,6.0,0.0
Vanuatu,2022,12006.0,14.0
Vanuatu,2023,6.0,0.0
Vanuatu,2024,0.0,0.0
Vanuatu,2025,0.0,0.0
Venezuela (Bolivarian Republic of),2020,111603.0,1010.0
Venezuela (Bolivarian Republic of),2021,331396.0,4302.0
Venezuela (Bolivarian Republic of),2022,106845.0,518.0
Venezuela (Bolivarian Republic of),2023,2851.0,26.0
Venezuela (Bolivarian Republic of),2024,0.0,0.0
Venezuela (Bolivarian Republic of),2025,34.0,0.0
Viet Nam,2020,1440.0,35.0
Viet Nam,2021,1650233.0,31179.0
Viet Nam,2022,9872529.0,11970.0
Viet Nam,2023,99798.0,22.0
Viet Nam,2024,0.0,0.0
Viet Nam,2025,0.0,0.0
Wallis and Futuna,2020,4.0,0.0
Wallis and Futuna,2021,449.0,7.0
Wallis and Futuna,2022,2962.0,0.0
Wallis and Futuna,2023,135.0,1.0
Wallis and Futuna,2024,210.0,1.0
Wallis and Futuna,2025,0.0,0.0
Yemen,2020,2096.0,607.0
Yemen,2021,8015.0,1376.0
Yemen,2022,1834.0,176.0
Yemen,2023,0.0,0.0
Yemen,2024,0.0,0.0
Yemen,2025,0.0,0.0
Zambia,2020,19671.0,382.0
Zambia,2021,211910.0,3315.0
Zambia,2022,102485.0,325.0
Zambia,2023,15238.0,47.0
Zambia,2024,588.0,9.0
Zambia,2025,0.0,0.0
Zimbabwe,2020,12963.0,341.0
Zimbabwe,2021,190783.0,4544.0
Zimbabwe,2022,56198.0,750.0
Zimbabwe,2023,6127.0,96.0
Zimbabwe,2024,330.0,9.0
Zimbabwe,2025,9.0,0.0
"occupied Palestinian territory, including east Jerusalem",2020,148540.0,1406.0
"occupied Palestinian territory, including east Jerusalem",2021,319903.0,3494.0
"occupied Palestinian territory, including east Jerusalem",2022,234785.0,808.0
"occupied Palestinian territory, including east Jerusalem",2023,0.0,0.0
"occupied Palestinian territory, including east Jerusalem",2024,0.0,0.0
"occupied Palestinian territory, including east Jerusalem",2025,0.0,0.0
